name,market,date,close,position,strategy_equity,bh_equity,strategy_daily_ret_pct,bh_daily_ret_pct
恒瑞医药,港股,2025-07-02,55.172,空仓,10000.0,10000.0,0.0,0.0
恒瑞医药,港股,2025-07-03,56.772,空仓,10000.0,10290.0,0.0,2.9
恒瑞医药,港股,2025-07-04,58.972,空仓,10000.0,10688.76,0.0,3.8751
恒瑞医药,港股,2025-07-07,59.172,空仓,10000.0,10725.01,0.0,0.3391
恒瑞医药,港股,2025-07-08,59.972,空仓,10000.0,10870.01,0.0,1.352
恒瑞医药,港股,2025-07-09,69.372,空仓,10000.0,12573.77,0.0,15.674
恒瑞医药,港股,2025-07-10,74.322,空仓,10000.0,13470.96,0.0,7.1354
恒瑞医药,港股,2025-07-11,71.972,空仓,10000.0,13045.02,0.0,-3.1619
恒瑞医药,港股,2025-07-14,74.422,空仓,10000.0,13489.09,0.0,3.4041
恒瑞医药,港股,2025-07-15,71.722,空仓,10000.0,12999.71,0.0,-3.628
恒瑞医药,港股,2025-07-16,70.022,空仓,10000.0,12691.58,0.0,-2.3703
恒瑞医药,港股,2025-07-17,71.472,空仓,10000.0,12954.4,0.0,2.0708
恒瑞医药,港股,2025-07-18,72.772,空仓,10000.0,13190.02,0.0,1.8189
恒瑞医药,港股,2025-07-21,72.172,空仓,10000.0,13081.27,0.0,-0.8245
恒瑞医药,港股,2025-07-22,71.622,空仓,10000.0,12981.58,0.0,-0.7621
恒瑞医药,港股,2025-07-23,71.772,空仓,10000.0,13008.77,0.0,0.2094
恒瑞医药,港股,2025-07-24,72.722,空仓,10000.0,13180.96,0.0,1.3236
恒瑞医药,港股,2025-07-25,67.822,空仓,10000.0,12292.83,0.0,-6.738
恒瑞医药,港股,2025-07-28,84.522,空仓,10000.0,15319.73,0.0,24.6233
恒瑞医药,港股,2025-07-29,81.572,空仓,10000.0,14785.04,0.0,-3.4902
恒瑞医药,港股,2025-07-30,79.122,空仓,10000.0,14340.97,0.0,-3.0035
恒瑞医药,港股,2025-07-31,78.622,空仓,10000.0,14250.34,0.0,-0.6319
恒瑞医药,港股,2025-08-01,74.872,空仓,10000.0,13570.65,0.0,-4.7697
恒瑞医药,港股,2025-08-04,78.772,空仓,10000.0,14277.53,0.0,5.2089
恒瑞医药,港股,2025-08-05,80.772,空仓,10000.0,14640.03,0.0,2.539
恒瑞医药,港股,2025-08-06,80.272,空仓,10000.0,14549.41,0.0,-0.619
恒瑞医药,港股,2025-08-07,78.572,空仓,10000.0,14241.28,0.0,-2.1178
恒瑞医药,港股,2025-08-08,76.472,空仓,10000.0,13860.65,0.0,-2.6727
恒瑞医药,港股,2025-08-11,77.372,空仓,10000.0,14023.78,0.0,1.1769
恒瑞医药,港股,2025-08-12,75.122,空仓,10000.0,13615.96,0.0,-2.908
恒瑞医药,港股,2025-08-13,78.572,空仓,10000.0,14241.28,0.0,4.5925
恒瑞医药,港股,2025-08-14,79.072,空仓,10000.0,14331.91,0.0,0.6364
恒瑞医药,港股,2025-08-15,81.822,空仓,10000.0,14830.35,0.0,3.4778
恒瑞医药,港股,2025-08-18,83.272,持仓,10177.21,15093.16,1.7721,1.7721
恒瑞医药,港股,2025-08-19,78.772,持仓,9627.24,14277.53,-5.404,-5.404
恒瑞医药,港股,2025-08-20,78.322,持仓,9572.24,14195.97,-0.5713,-0.5713
恒瑞医药,港股,2025-08-21,77.522,持仓,9474.47,14050.97,-1.0214,-1.0214
恒瑞医药,港股,2025-08-22,76.172,持仓,9309.48,13806.28,-1.7414,-1.7414
恒瑞医药,港股,2025-08-25,77.722,空仓,9309.48,14087.22,0.0,2.0349
恒瑞医药,港股,2025-08-26,75.522,空仓,9309.48,13688.47,0.0,-2.8306
恒瑞医药,港股,2025-08-27,72.272,空仓,9309.48,13099.4,0.0,-4.3034
恒瑞医药,港股,2025-08-28,72.422,空仓,9309.48,13126.59,0.0,0.2075
恒瑞医药,港股,2025-08-29,75.972,空仓,9309.48,13770.03,0.0,4.9018
恒瑞医药,港股,2025-09-01,79.272,空仓,9309.48,14368.16,0.0,4.3437
恒瑞医药,港股,2025-09-02,80.272,空仓,9309.48,14549.41,0.0,1.2615
恒瑞医药,港股,2025-09-03,86.972,持仓,10086.5,15763.79,8.3466,8.3466
恒瑞医药,港股,2025-09-04,81.122,持仓,9408.05,14703.47,-6.7263,-6.7263
恒瑞医药,港股,2025-09-05,85.972,持仓,9970.53,15582.54,5.9786,5.9786
恒瑞医药,港股,2025-09-08,85.972,持仓,9970.53,15582.54,0.0,0.0
恒瑞医药,港股,2025-09-09,84.672,持仓,9819.76,15346.92,-1.5121,-1.5121
恒瑞医药,港股,2025-09-10,85.472,持仓,9912.54,15491.92,0.9448,0.9448
恒瑞医药,港股,2025-09-11,82.872,持仓,9611.01,15020.66,-3.0419,-3.0419
恒瑞医药,港股,2025-09-12,82.872,持仓,9611.01,15020.66,0.0,0.0
恒瑞医药,港股,2025-09-15,84.122,持仓,9755.98,15247.23,1.5084,1.5084
恒瑞医药,港股,2025-09-16,84.422,持仓,9790.77,15301.6,0.3566,0.3566
恒瑞医药,港股,2025-09-17,84.672,持仓,9819.76,15346.92,0.2961,0.2961
恒瑞医药,港股,2025-09-18,89.572,持仓,10388.04,16235.05,5.787,5.787
恒瑞医药,港股,2025-09-19,87.372,持仓,10132.89,15836.29,-2.4561,-2.4561
恒瑞医药,港股,2025-09-22,89.772,持仓,10411.23,16271.3,2.7469,2.7469
恒瑞医药,港股,2025-09-23,87.272,持仓,10121.3,15818.17,-2.7848,-2.7848
恒瑞医药,港股,2025-09-24,87.222,持仓,10115.5,15809.11,-0.0573,-0.0573
恒瑞医药,港股,2025-09-25,89.472,持仓,10376.44,16216.92,2.5796,2.5796
恒瑞医药,港股,2025-09-26,87.072,持仓,10098.1,15781.92,-2.6824,-2.6824
恒瑞医药,港股,2025-09-29,84.572,持仓,9808.17,15328.79,-2.8712,-2.8712
恒瑞医药,港股,2025-09-30,88.572,持仓,10272.06,16053.8,4.7297,4.7297
恒瑞医药,港股,2025-10-02,93.872,持仓,10886.73,17014.43,5.9838,5.9838
恒瑞医药,港股,2025-10-03,93.672,持仓,10863.53,16978.18,-0.2131,-0.2131
恒瑞医药,港股,2025-10-06,91.972,持仓,10666.37,16670.05,-1.8148,-1.8148
恒瑞医药,港股,2025-10-08,90.772,持仓,10527.21,16452.55,-1.3047,-1.3047
恒瑞医药,港股,2025-10-09,87.572,持仓,10156.09,15872.54,-3.5253,-3.5253
恒瑞医药,港股,2025-10-10,84.072,持仓,9750.18,15238.16,-3.9967,-3.9967
恒瑞医药,港股,2025-10-13,82.622,空仓,9750.18,14975.35,0.0,-1.7247
恒瑞医药,港股,2025-10-14,79.622,空仓,9750.18,14431.6,0.0,-3.631
恒瑞医药,港股,2025-10-15,81.572,空仓,9750.18,14785.04,0.0,2.4491
恒瑞医药,港股,2025-10-16,81.772,空仓,9750.18,14821.29,0.0,0.2452
恒瑞医药,港股,2025-10-17,78.322,空仓,9750.18,14195.97,0.0,-4.219
恒瑞医药,港股,2025-10-20,79.022,空仓,9750.18,14322.84,0.0,0.8937
恒瑞医药,港股,2025-10-21,77.872,空仓,9750.18,14114.41,0.0,-1.4553
恒瑞医药,港股,2025-10-22,77.822,空仓,9750.18,14105.34,0.0,-0.0642
恒瑞医药,港股,2025-10-23,76.072,空仓,9750.18,13788.15,0.0,-2.2487
恒瑞医药,港股,2025-10-24,76.572,空仓,9750.18,13878.78,0.0,0.6573
恒瑞医药,港股,2025-10-27,79.522,空仓,9750.18,14413.47,0.0,3.8526
恒瑞医药,港股,2025-10-28,75.372,空仓,9750.18,13661.28,0.0,-5.2187
恒瑞医药,港股,2025-10-30,72.372,空仓,9750.18,13117.52,0.0,-3.9803
恒瑞医药,港股,2025-10-31,74.972,空仓,9750.18,13588.78,0.0,3.5925
恒瑞医药,港股,2025-11-03,73.772,空仓,9750.18,13371.28,0.0,-1.6006
恒瑞医药,港股,2025-11-04,71.222,空仓,9750.18,12909.08,0.0,-3.4566
恒瑞医药,港股,2025-11-05,72.072,空仓,9750.18,13063.15,0.0,1.1935
恒瑞医药,港股,2025-11-06,72.222,空仓,9750.18,13090.34,0.0,0.2081
恒瑞医药,港股,2025-11-07,69.722,空仓,9750.18,12637.21,0.0,-3.4615
恒瑞医药,港股,2025-11-10,70.972,空仓,9750.18,12863.77,0.0,1.7928
恒瑞医药,港股,2025-11-11,70.622,空仓,9750.18,12800.33,0.0,-0.4932
恒瑞医药,港股,2025-11-12,71.572,空仓,9750.18,12972.52,0.0,1.3452
恒瑞医药,港股,2025-11-13,72.422,空仓,9750.18,13126.59,0.0,1.1876
恒瑞医药,港股,2025-11-14,71.372,空仓,9750.18,12936.27,0.0,-1.4498
恒瑞医药,港股,2025-11-17,70.872,空仓,9750.18,12845.65,0.0,-0.7006
恒瑞医药,港股,2025-11-18,70.572,空仓,9750.18,12791.27,0.0,-0.4233
恒瑞医药,港股,2025-11-19,70.422,空仓,9750.18,12764.08,0.0,-0.2125
恒瑞医药,港股,2025-11-20,67.922,空仓,9750.18,12310.95,0.0,-3.55
恒瑞医药,港股,2025-11-21,65.722,空仓,9750.18,11912.2,0.0,-3.239
恒瑞医药,港股,2025-11-24,69.422,空仓,9750.18,12582.83,0.0,5.6298
恒瑞医药,港股,2025-11-25,70.122,空仓,9750.18,12709.71,0.0,1.0083
恒瑞医药,港股,2025-11-26,73.322,空仓,9750.18,13289.71,0.0,4.5635
恒瑞医药,港股,2025-11-27,74.422,空仓,9750.18,13489.09,0.0,1.5002
恒瑞医药,港股,2025-11-28,73.572,持仓,9638.82,13335.03,-1.1421,-1.1421
恒瑞医药,港股,2025-12-01,72.622,持仓,9514.36,13162.84,-1.2913,-1.2913
恒瑞医药,港股,2025-12-02,71.572,持仓,9376.79,12972.52,-1.4458,-1.4458
恒瑞医药,港股,2025-12-03,71.572,持仓,9376.79,12972.52,0.0,0.0
恒瑞医药,港股,2025-12-04,72.672,持仓,9520.91,13171.9,1.5369,1.5369
恒瑞医药,港股,2025-12-05,73.472,持仓,9625.72,13316.9,1.1008,1.1008
恒瑞医药,港股,2025-12-08,72.322,持仓,9475.05,13108.46,-1.5652,-1.5652
恒瑞医药,港股,2025-12-09,74.072,持仓,9704.32,13425.65,2.4197,2.4197
恒瑞医药,港股,2025-12-10,74.922,持仓,9815.68,13579.71,1.1475,1.1475
恒瑞医药,港股,2025-12-11,74.472,持仓,9756.73,13498.15,-0.6006,-0.6006
恒瑞医药,港股,2025-12-12,72.222,持仓,9461.95,13090.34,-3.0213,-3.0213
恒瑞医药,港股,2025-12-15,72.122,持仓,9448.85,13072.21,-0.1385,-0.1385
恒瑞医药,港股,2025-12-16,70.622,空仓,9448.85,12800.33,0.0,-2.0798
恒瑞医药,港股,2025-12-17,71.072,空仓,9448.85,12881.9,0.0,0.6372
恒瑞医药,港股,2025-12-18,70.472,空仓,9448.85,12773.15,0.0,-0.8442
恒瑞医药,港股,2025-12-19,70.522,空仓,9448.85,12782.21,0.0,0.071
恒瑞医药,港股,2025-12-22,70.322,空仓,9448.85,12745.96,0.0,-0.2836
恒瑞医药,港股,2025-12-23,71.122,空仓,9448.85,12890.96,0.0,1.1376
恒瑞医药,港股,2025-12-24,70.972,空仓,9448.85,12863.77,0.0,-0.2109
恒瑞医药,港股,2025-12-29,70.022,空仓,9448.85,12691.58,0.0,-1.3386
恒瑞医药,港股,2025-12-30,71.072,空仓,9448.85,12881.9,0.0,1.4995
恒瑞医药,港股,2025-12-31,71.022,空仓,9448.85,12872.83,0.0,-0.0704
恒瑞医药,港股,2026-01-02,73.872,空仓,9448.85,13389.4,0.0,4.0128
恒瑞医药,港股,2026-01-05,74.872,持仓,9576.76,13570.65,1.3537,1.3537
恒瑞医药,港股,2026-01-06,74.322,持仓,9506.41,13470.96,-0.7346,-0.7346
恒瑞医药,港股,2026-01-07,77.522,持仓,9915.72,14050.97,4.3056,4.3056
恒瑞医药,港股,2026-01-08,77.322,持仓,9890.13,14014.72,-0.258,-0.258
恒瑞医药,港股,2026-01-09,76.522,持仓,9787.81,13869.72,-1.0346,-1.0346
恒瑞医药,港股,2026-01-12,76.722,持仓,9813.39,13905.97,0.2614,0.2614
恒瑞医药,港股,2026-01-13,78.472,持仓,10037.23,14223.16,2.281,2.281
恒瑞医药,港股,2026-01-14,78.872,持仓,10088.39,14295.66,0.5097,0.5097
恒瑞医药,港股,2026-01-15,77.772,持仓,9947.69,14096.28,-1.3947,-1.3947
恒瑞医药,港股,2026-01-16,77.072,持仓,9858.16,13969.4,-0.9001,-0.9001
恒瑞医药,港股,2026-01-19,76.672,持仓,9806.99,13896.9,-0.519,-0.519
恒瑞医药,港股,2026-01-20,73.322,持仓,9378.5,13289.71,-4.3693,-4.3693
恒瑞医药,港股,2026-01-21,73.622,空仓,9378.5,13344.09,0.0,0.4092
恒瑞医药,港股,2026-01-22,73.522,空仓,9378.5,13325.96,0.0,-0.1358
恒瑞医药,港股,2026-01-23,73.022,空仓,9378.5,13235.34,0.0,-0.6801
恒瑞医药,港股,2026-01-26,71.722,空仓,9378.5,12999.71,0.0,-1.7803
恒瑞医药,港股,2026-01-27,70.422,空仓,9378.5,12764.08,0.0,-1.8126
恒瑞医药,港股,2026-01-28,69.222,空仓,9378.5,12546.58,0.0,-1.704
恒瑞医药,港股,2026-01-29,69.722,空仓,9378.5,12637.21,0.0,0.7223
恒瑞医药,港股,2026-01-30,68.222,空仓,9378.5,12365.33,0.0,-2.1514
恒瑞医药,港股,2026-02-02,66.772,空仓,9378.5,12102.52,0.0,-2.1254
恒瑞医药,港股,2026-02-03,66.772,空仓,9378.5,12102.52,0.0,0.0
恒瑞医药,港股,2026-02-04,66.522,空仓,9378.5,12057.2,0.0,-0.3744
恒瑞医药,港股,2026-02-05,68.322,空仓,9378.5,12383.46,0.0,2.7059
恒瑞医药,港股,2026-02-06,67.422,空仓,9378.5,12220.33,0.0,-1.3173
恒瑞医药,港股,2026-02-09,68.822,空仓,9378.5,12474.08,0.0,2.0765
恒瑞医药,港股,2026-02-10,69.022,空仓,9378.5,12510.33,0.0,0.2906
恒瑞医药,港股,2026-02-11,69.872,空仓,9378.5,12664.39,0.0,1.2315
恒瑞医药,港股,2026-02-12,70.372,持仓,9445.61,12755.02,0.7156,0.7156
恒瑞医药,港股,2026-02-13,70.022,持仓,9398.63,12691.58,-0.4974,-0.4974
恒瑞医药,港股,2026-02-16,70.672,持仓,9485.88,12809.4,0.9283,0.9283
恒瑞医药,港股,2026-02-20,69.372,持仓,9311.39,12573.77,-1.8395,-1.8395
恒瑞医药,港股,2026-02-23,69.422,持仓,9318.1,12582.83,0.0721,0.0721
恒瑞医药,港股,2026-02-24,67.622,持仓,9076.5,12256.58,-2.5928,-2.5928
恒瑞医药,港股,2026-02-25,67.772,持仓,9096.63,12283.77,0.2218,0.2218
恒瑞医药,港股,2026-02-26,65.772,空仓,9096.63,11921.26,0.0,-2.9511
恒瑞医药,港股,2026-02-27,66.272,空仓,9096.63,12011.89,0.0,0.7602
恒瑞医药,港股,2026-03-02,63.772,空仓,9096.63,11558.76,0.0,-3.7723
恒瑞医药,港股,2026-03-03,62.272,空仓,9096.63,11286.88,0.0,-2.3521
恒瑞医药,港股,2026-03-04,59.972,空仓,9096.63,10870.01,0.0,-3.6935
恒瑞医药,港股,2026-03-05,62.122,空仓,9096.63,11259.7,0.0,3.585
恒瑞医药,港股,2026-03-06,65.122,空仓,9096.63,11803.45,0.0,4.8292
恒瑞医药,港股,2026-03-09,64.522,空仓,9096.63,11694.7,0.0,-0.9213
恒瑞医药,港股,2026-03-10,66.222,空仓,9096.63,12002.83,0.0,2.6348
恒瑞医药,港股,2026-03-11,65.622,空仓,9096.63,11894.08,0.0,-0.906
恒瑞医药,港股,2026-03-12,64.972,空仓,9096.63,11776.26,0.0,-0.9905
恒瑞医药,港股,2026-03-13,63.772,持仓,8928.62,11558.76,-1.8469,-1.8469
