name,market,date,open,high,low,close,volume,amount,currency
百济神州,A股,2026-04-23,240.0,242.12,233.48,234.32,3107920.0,736290000.0,CNY
百济神州,A股,2026-04-24,233.01,237.68,229.98,234.86,2415147.0,564860000.0,CNY
百济神州,A股,2026-04-27,234.0,236.77,231.6,235.0,1819342.0,426080000.0,CNY
百济神州,A股,2026-04-28,236.5,243.4,233.0,233.01,3128103.0,745960000.0,CNY
百济神州,A股,2026-04-29,234.96,237.6,231.0,236.31,2219966.0,522070000.0,CNY
百济神州,A股,2026-04-30,236.0,237.97,232.05,234.8,2536115.0,594880000.0,CNY
百济神州,A股,2026-05-06,234.07,246.97,231.02,246.86,5140551.0,1230410000.0,CNY
百济神州,A股,2026-05-07,255.0,262.0,252.21,254.4,6124120.0,1571180000.0,CNY
百济神州,A股,2026-05-08,254.4,257.4,247.0,247.5,4059660.0,1016490000.0,CNY
百济神州,A股,2026-05-11,247.5,264.5,243.88,262.08,6228449.0,1581720000.0,CNY
百济神州,A股,2026-05-12,259.68,276.01,254.52,267.98,7062081.0,1869070000.0,CNY
百济神州,A股,2026-05-13,269.0,269.0,259.3,260.8,5069471.0,1322710000.0,CNY
百济神州,A股,2026-05-14,262.0,265.2,249.05,249.7,4547808.0,1163400000.0,CNY
百济神州,A股,2026-05-15,249.71,254.63,247.41,252.02,3655977.0,916960000.0,CNY
百济神州,A股,2026-05-18,248.9,248.9,238.0,239.2,4621721.0,1111570000.0,CNY
百济神州,A股,2026-05-19,238.59,242.46,235.58,239.97,3043726.0,726920000.0,CNY
百济神州,A股,2026-05-20,239.98,248.21,239.2,243.98,3715868.0,903780000.0,CNY
百济神州,A股,2026-05-21,247.0,261.47,247.0,251.96,6936414.0,1773960000.0,CNY
百济神州,A股,2026-05-22,254.0,254.61,243.06,244.57,4617531.0,1136900000.0,CNY
百济神州,A股,2026-05-25,244.4,245.25,238.02,241.71,3739727.0,898230000.0,CNY
百济神州,A股,2026-05-26,240.1,244.69,238.0,244.08,3711435.0,897860000.0,CNY
百济神州,A股,2026-05-27,240.03,243.0,235.03,239.38,3876214.0,925430000.0,CNY
百济神州,A股,2026-05-28,239.0,241.92,231.1,233.25,3547264.0,832220000.0,CNY
百济神州,A股,2026-05-29,232.27,245.3,226.6,243.9,6135948.0,1455400000.0,CNY
百济神州,A股,2026-06-01,241.3,248.88,233.3,234.62,5162035.0,1241620000.0,CNY
百济神州,A股,2026-06-02,232.0,232.0,218.89,220.82,5745599.0,1278770000.0,CNY
百济神州,A股,2026-06-03,218.98,225.97,217.39,222.41,3097805.0,687200000.0,CNY
百济神州,A股,2026-06-04,224.69,231.1,222.22,223.98,2958101.0,668780000.0,CNY
百济神州,A股,2026-06-05,226.99,228.88,219.69,220.18,3287048.0,734520000.0,CNY
百济神州,A股,2026-06-08,215.17,222.0,213.61,214.57,2886620.0,625610000.0,CNY
百济神州,A股,2026-06-09,215.12,217.51,209.11,213.9,2838104.0,604840000.0,CNY
百济神州,A股,2026-06-10,212.8,215.13,207.13,213.34,3339614.0,707230000.0,CNY
百济神州,A股,2026-06-11,210.01,212.49,205.51,208.0,3381229.0,704240000.0,CNY
百济神州,A股,2026-06-12,209.05,216.88,206.48,216.36,4199405.0,894400000.0,CNY
百济神州,A股,2026-06-15,216.35,219.3,213.01,216.78,2901331.0,625810000.0,CNY
百济神州,A股,2026-06-16,215.88,217.69,211.37,213.31,2886528.0,616260000.0,CNY
百济神州,A股,2026-06-17,213.39,215.33,210.5,211.72,3277611.0,695150000.0,CNY
百济神州,A股,2026-06-18,211.17,223.32,211.17,218.22,5470206.0,1190340000.0,CNY
百济神州,A股,2026-06-22,217.2,228.88,212.11,228.79,6239100.0,1375550000.0,CNY
百济神州,A股,2026-06-23,227.18,234.7,225.67,228.0,5392973.0,1244040000.0,CNY
百济神州,A股,2026-06-24,230.0,240.6,227.19,236.79,6557043.0,1546440000.0,CNY
百济神州,A股,2026-06-25,233.99,242.98,229.5,242.71,6092609.0,1440610000.0,CNY
百济神州,A股,2026-06-26,242.74,243.98,232.1,232.1,4567837.0,1078840000.0,CNY
百济神州,A股,2026-06-29,231.85,258.93,227.75,255.9,9585220.0,2370640000.0,CNY
百济神州,A股,2026-06-30,257.92,258.9,251.02,254.61,6530136.0,1658830000.0,CNY
百济神州,A股,2026-07-01,253.53,262.12,239.08,261.8,9947465.0,2515480000.0,CNY
百济神州,A股,2026-07-02,260.8,268.88,252.43,253.56,8121600.0,2095820000.0,CNY
百济神州,A股,2026-07-03,259.0,268.7,255.61,266.96,8606123.0,2263910000.0,CNY
百济神州,A股,2026-07-06,265.0,288.96,260.5,277.0,10514198.0,2916620000.0,CNY
百济神州,A股,2026-07-07,274.4,276.5,262.66,263.16,6861077.0,1840470000.0,CNY
百济神州,A股,2026-07-08,263.16,271.0,256.48,256.62,5685295.0,1488790000.0,CNY
百济神州,A股,2026-07-09,256.0,264.88,250.01,260.78,5443398.0,1405980000.0,CNY
百济神州,A股,2026-07-10,257.72,272.63,253.89,267.84,6950681.0,1853050000.0,CNY
