name,market,date,open,high,low,close,volume,amount,currency
百济神州,港股,2025-07-02,150.2,152.3,144.1,145.0,7752819.0,1133975527.5,HKD
百济神州,港股,2025-07-03,146.8,151.1,145.5,149.3,6849510.0,1024219934.6,HKD
百济神州,港股,2025-07-04,149.3,151.0,145.3,148.5,4125201.0,610501337.1,HKD
百济神州,港股,2025-07-07,148.3,149.3,145.6,146.2,2823713.0,414049566.8,HKD
百济神州,港股,2025-07-08,146.8,148.9,146.0,147.2,4481537.0,661252258.0,HKD
百济神州,港股,2025-07-09,146.8,153.3,145.5,150.4,5479621.0,823195591.3,HKD
百济神州,港股,2025-07-10,153.8,155.9,152.0,152.8,4827862.0,741879611.94,HKD
百济神州,港股,2025-07-11,152.5,156.8,152.0,154.1,4981212.0,771650572.0,HKD
百济神州,港股,2025-07-14,150.5,153.1,148.4,152.5,4870696.0,736504466.4,HKD
百济神州,港股,2025-07-15,153.9,164.4,152.1,164.4,7775719.0,1249727471.3,HKD
百济神州,港股,2025-07-16,164.0,168.2,162.3,165.7,4971049.0,822422209.9,HKD
百济神州,港股,2025-07-17,170.4,185.0,167.1,183.3,11510592.0,2063220555.6,HKD
百济神州,港股,2025-07-18,179.0,182.9,176.0,182.7,10527114.0,1899316322.9,HKD
百济神州,港股,2025-07-21,179.5,179.5,172.9,175.6,8713416.0,1531271579.6,HKD
百济神州,港股,2025-07-22,175.6,181.7,174.7,176.2,6150034.0,1092297187.9,HKD
百济神州,港股,2025-07-23,179.9,183.4,176.9,180.9,5231633.0,946841082.0,HKD
百济神州,港股,2025-07-24,180.8,180.8,175.9,179.0,5640442.0,1004926531.5,HKD
百济神州,港股,2025-07-25,178.9,180.2,174.0,176.2,4194962.0,738711516.25,HKD
百济神州,港股,2025-07-28,177.8,182.3,175.5,181.4,4744951.0,852859904.6,HKD
百济神州,港股,2025-07-29,180.0,188.8,178.0,185.9,9090808.0,1681282304.5,HKD
百济神州,港股,2025-07-30,184.9,190.4,179.4,182.4,8008868.0,1477490995.8,HKD
百济神州,港股,2025-07-31,182.0,184.2,178.8,181.4,5884957.0,1067537527.3,HKD
百济神州,港股,2025-08-01,177.1,182.5,175.1,177.0,5655868.0,1007504706.0,HKD
百济神州,港股,2025-08-04,179.0,184.1,174.6,182.6,5367773.0,965411120.6,HKD
百济神州,港股,2025-08-05,183.1,190.8,182.7,186.3,8601241.0,1597122099.7,HKD
