name,market,date,open,high,low,close,volume,MA5,MA15,ma_signal,trade_signal,position,note
君实生物,A股,2025-07-01,34.0,35.92,33.98,35.68,14362621.0,,,,HOLD,空仓,
君实生物,A股,2025-07-02,35.49,36.75,35.18,35.4,12861497.0,,,,HOLD,空仓,
君实生物,A股,2025-07-03,35.33,38.5,35.25,37.94,22104663.0,,,,HOLD,空仓,
君实生物,A股,2025-07-04,37.81,41.17,37.81,40.21,25751505.0,,,,HOLD,空仓,
君实生物,A股,2025-07-07,40.0,40.52,37.82,37.97,17526712.0,37.44,,,HOLD,空仓,
君实生物,A股,2025-07-08,38.03,39.12,37.59,37.87,12388092.0,37.878,,,HOLD,空仓,
君实生物,A股,2025-07-09,37.87,38.55,37.21,37.93,10885352.0,38.384,,,HOLD,空仓,
君实生物,A股,2025-07-10,38.0,38.29,37.15,37.4,9673967.0,38.276,,,HOLD,空仓,
君实生物,A股,2025-07-11,37.18,37.97,36.97,37.18,11778383.0,37.67,,,HOLD,空仓,
君实生物,A股,2025-07-14,37.0,38.3,36.88,37.99,13537267.0,37.674,,,HOLD,空仓,
君实生物,A股,2025-07-15,37.84,39.14,37.31,38.51,15139408.0,37.802,,,HOLD,空仓,
君实生物,A股,2025-07-16,38.53,38.99,38.01,38.77,11037192.0,37.97,,,HOLD,空仓,
君实生物,A股,2025-07-17,38.7,39.68,38.62,39.66,14061669.0,38.422,,,HOLD,空仓,
君实生物,A股,2025-07-18,39.66,39.72,38.49,39.16,12849820.0,38.818,,,HOLD,空仓,
君实生物,A股,2025-07-21,39.0,39.0,37.93,38.6,10390265.0,38.94,38.018,,HOLD,空仓,
君实生物,A股,2025-07-22,38.59,41.49,38.39,39.29,18176073.0,39.096,38.2587,,HOLD,空仓,
君实生物,A股,2025-07-23,38.98,39.45,37.5,37.69,18574039.0,38.88,38.4113,,HOLD,空仓,
君实生物,A股,2025-07-24,37.99,38.97,37.83,38.39,13852207.0,38.626,38.4413,,HOLD,空仓,
君实生物,A股,2025-07-25,38.54,39.18,37.91,38.0,12150424.0,38.394,38.294,,HOLD,空仓,
君实生物,A股,2025-07-28,38.4,40.0,38.19,39.69,16844098.0,38.612,38.4087,,HOLD,空仓,
君实生物,A股,2025-07-29,40.13,41.41,39.18,41.0,20586249.0,38.954,38.6173,,HOLD,空仓,
君实生物,A股,2025-07-30,40.6,41.55,39.0,39.12,18718891.0,39.24,38.6967,,HOLD,空仓,
君实生物,A股,2025-07-31,39.0,40.5,38.3,38.46,19910563.0,39.254,38.7673,,HOLD,空仓,
君实生物,A股,2025-08-01,38.4,39.85,37.74,38.08,15254954.0,39.27,38.8273,,HOLD,空仓,
君实生物,A股,2025-08-04,38.0,38.0,36.41,37.66,15839513.0,38.864,38.8053,,HOLD,空仓,
君实生物,A股,2025-08-05,37.82,39.46,37.57,39.46,19595045.0,38.556,38.8687,死叉,HOLD,空仓,
君实生物,A股,2025-08-06,41.2,44.95,41.1,41.28,39004396.0,38.988,39.036,,HOLD,空仓,
君实生物,A股,2025-08-07,41.0,41.8,38.98,39.85,25624953.0,39.266,39.0487,金叉,BUY,持仓,→ 次日(2025-08-08)开盘买入 @ 39.6
君实生物,A股,2025-08-08,39.6,43.0,38.86,41.51,27480741.0,39.952,39.2053,,HOLD,持仓,
君实生物,A股,2025-08-11,41.6,43.5,40.81,42.54,23086762.0,40.928,39.468,,HOLD,持仓,
君实生物,A股,2025-08-12,42.12,43.08,40.6,41.38,19196546.0,41.312,39.6073,,HOLD,持仓,
君实生物,A股,2025-08-13,41.3,44.0,41.03,43.46,23937996.0,41.748,39.992,,HOLD,持仓,
君实生物,A股,2025-08-14,43.35,44.4,42.66,42.72,21976936.0,42.322,40.2807,,HOLD,持仓,
君实生物,A股,2025-08-15,41.03,42.35,40.98,42.0,20979078.0,42.42,40.5473,,HOLD,持仓,
君实生物,A股,2025-08-18,42.0,47.94,42.0,47.06,32547896.0,43.324,41.0387,,HOLD,持仓,
君实生物,A股,2025-08-19,47.0,47.6,45.31,45.32,21041745.0,44.112,41.3267,,HOLD,持仓,
君实生物,A股,2025-08-20,45.5,46.1,44.11,44.83,16727871.0,44.386,41.7073,,HOLD,持仓,
君实生物,A股,2025-08-21,45.11,46.82,44.61,45.36,17781957.0,44.914,42.1673,,HOLD,持仓,
君实生物,A股,2025-08-22,45.35,46.18,44.92,45.86,14984432.0,45.686,42.686,,HOLD,持仓,
君实生物,A股,2025-08-25,45.87,48.59,45.61,46.62,20615116.0,45.598,43.2833,,HOLD,持仓,
君实生物,A股,2025-08-26,46.15,47.21,44.68,45.17,17192780.0,45.568,43.664,,HOLD,持仓,
君实生物,A股,2025-08-27,46.33,46.9,43.36,43.38,23222605.0,45.278,43.804,,HOLD,持仓,
君实生物,A股,2025-08-28,43.5,44.0,42.0,43.97,19270304.0,45.0,44.0787,,HOLD,持仓,
君实生物,A股,2025-08-29,43.67,45.7,43.33,44.99,20721955.0,44.826,44.3107,,HOLD,持仓,
君实生物,A股,2025-09-01,45.0,47.8,44.9,47.11,23154361.0,44.924,44.6153,,HOLD,持仓,
君实生物,A股,2025-09-02,47.1,48.0,45.3,46.27,21566032.0,45.144,44.9413,,HOLD,持仓,
君实生物,A股,2025-09-03,47.0,47.87,46.06,46.37,17341757.0,45.742,45.1353,,HOLD,持仓,
君实生物,A股,2025-09-04,47.2,47.7,43.9,44.7,21493933.0,45.888,45.2673,,HOLD,持仓,
君实生物,A股,2025-09-05,44.5,48.1,43.58,48.0,25289310.0,46.49,45.6673,,HOLD,持仓,
君实生物,A股,2025-09-08,48.7,48.92,47.01,47.53,18123230.0,46.574,45.6987,,HOLD,持仓,
君实生物,A股,2025-09-09,47.7,51.4,46.81,48.26,26839482.0,46.972,45.8947,,HOLD,持仓,
君实生物,A股,2025-09-10,48.5,50.23,47.09,48.5,20977748.0,47.398,46.1393,,HOLD,持仓,
君实生物,A股,2025-09-11,45.88,47.92,43.44,47.73,28063995.0,48.004,46.2973,,HOLD,持仓,
君实生物,A股,2025-09-12,48.16,49.3,47.08,48.8,23621048.0,48.164,46.4933,,HOLD,持仓,
君实生物,A股,2025-09-15,48.48,48.98,47.27,47.43,17625420.0,48.144,46.5473,,HOLD,持仓,
君实生物,A股,2025-09-16,47.49,47.7,46.25,46.82,13613636.0,47.856,46.6573,,HOLD,持仓,
君实生物,A股,2025-09-17,46.83,46.83,45.54,45.64,15294847.0,47.284,46.808,,HOLD,持仓,
君实生物,A股,2025-09-18,45.98,47.05,44.95,45.73,19691029.0,46.884,46.9253,死叉,SELL,空仓,→ 次日(2025-09-19)开盘卖出 @ 45.7 (盈亏: 15.4%)
君实生物,A股,2025-09-19,45.7,45.95,43.7,44.0,18982010.0,45.924,46.8593,,HOLD,空仓,
君实生物,A股,2025-09-22,44.05,44.66,42.91,43.43,13380281.0,45.124,46.614,,HOLD,空仓,
君实生物,A股,2025-09-23,43.45,43.45,40.6,41.58,18092724.0,44.076,46.3013,,HOLD,空仓,
君实生物,A股,2025-09-24,41.4,41.87,40.96,41.67,14980223.0,43.282,45.988,,HOLD,空仓,
君实生物,A股,2025-09-25,41.7,43.6,41.7,42.78,14547180.0,42.692,45.86,,HOLD,空仓,
君实生物,A股,2025-09-26,42.35,42.57,41.0,41.0,12532962.0,42.092,45.3933,,HOLD,空仓,
君实生物,A股,2025-09-29,41.2,41.2,40.01,41.09,13101108.0,41.624,44.964,,HOLD,空仓,
君实生物,A股,2025-09-30,41.01,41.77,41.01,41.46,8597859.0,41.6,44.5107,,HOLD,空仓,
君实生物,A股,2025-10-09,41.7,41.85,40.58,41.06,11884392.0,41.478,44.0147,,HOLD,空仓,
君实生物,A股,2025-10-10,40.8,41.42,39.51,39.61,13588039.0,40.844,43.4733,,HOLD,空仓,
君实生物,A股,2025-10-13,38.01,39.64,37.9,38.91,12656216.0,40.426,42.814,,HOLD,空仓,
君实生物,A股,2025-10-14,39.11,39.58,37.58,37.67,13033332.0,39.742,42.1633,,HOLD,空仓,
君实生物,A股,2025-10-15,37.95,38.85,37.51,38.43,9722398.0,39.136,41.604,,HOLD,空仓,
君实生物,A股,2025-10-16,38.22,40.0,38.11,38.88,13027382.0,38.7,41.1533,,HOLD,空仓,
君实生物,A股,2025-10-17,40.5,40.97,38.8,38.8,12995439.0,38.538,40.6913,,HOLD,空仓,
君实生物,A股,2025-10-20,38.81,39.5,38.35,38.67,9050497.0,38.49,40.336,,HOLD,空仓,
君实生物,A股,2025-10-21,38.55,39.18,38.36,38.99,8132462.0,38.754,40.04,,HOLD,空仓,
君实生物,A股,2025-10-22,39.0,39.86,38.38,38.54,8307455.0,38.776,39.8373,,HOLD,空仓,
君实生物,A股,2025-10-23,38.24,38.48,36.84,37.51,12973275.0,38.502,39.56,,HOLD,空仓,
君实生物,A股,2025-10-24,37.55,38.23,37.55,37.78,7241758.0,38.298,39.2267,,HOLD,空仓,
君实生物,A股,2025-10-27,38.1,39.19,38.09,38.73,10457571.0,38.31,39.0753,,HOLD,空仓,
君实生物,A股,2025-10-28,38.8,38.95,38.41,38.63,6668638.0,38.238,38.9113,,HOLD,空仓,
君实生物,A股,2025-10-29,38.11,39.1,37.36,38.96,11307394.0,38.322,38.7447,,HOLD,空仓,
君实生物,A股,2025-10-30,38.8,38.8,38.01,38.17,7582862.0,38.454,38.552,,HOLD,空仓,
君实生物,A股,2025-10-31,38.38,40.4,38.2,40.37,17184105.0,38.972,38.6027,金叉,BUY,持仓,→ 次日(2025-11-03)开盘买入 @ 40.6
君实生物,A股,2025-11-03,40.6,40.9,39.6,40.25,13838306.0,39.276,38.692,,HOLD,持仓,
君实生物,A股,2025-11-04,40.24,40.24,38.76,39.06,9982655.0,39.362,38.7847,,HOLD,持仓,
君实生物,A股,2025-11-05,38.76,39.5,38.34,38.82,7724150.0,39.334,38.8107,,HOLD,持仓,
君实生物,A股,2025-11-06,39.02,39.09,38.27,38.53,6524767.0,39.406,38.7873,,HOLD,持仓,
君实生物,A股,2025-11-07,38.52,38.62,37.79,37.79,7667570.0,38.89,38.72,,HOLD,持仓,
君实生物,A股,2025-11-10,37.64,38.53,37.55,38.39,6181346.0,38.518,38.7013,死叉,SELL,空仓,→ 次日(2025-11-11)开盘卖出 @ 38.39 (盈亏: -5.44%)
君实生物,A股,2025-11-11,38.39,38.56,37.95,38.1,4854701.0,38.326,38.642,,HOLD,空仓,
君实生物,A股,2025-11-12,38.15,38.84,38.1,38.29,7436595.0,38.22,38.6253,,HOLD,空仓,
君实生物,A股,2025-11-13,38.49,39.29,38.19,39.2,8760826.0,38.354,38.738,,HOLD,空仓,
君实生物,A股,2025-11-14,38.99,39.67,38.6,39.01,8243013.0,38.598,38.82,,HOLD,空仓,
君实生物,A股,2025-11-17,38.76,39.2,38.0,38.07,6823032.0,38.534,38.776,,HOLD,空仓,
君实生物,A股,2025-11-18,38.05,38.7,37.09,37.4,7267944.0,38.394,38.694,,HOLD,空仓,
君实生物,A股,2025-11-19,37.39,37.66,36.68,37.01,6395229.0,38.138,38.564,,HOLD,空仓,
君实生物,A股,2025-11-20,37.09,37.36,36.7,36.82,4173067.0,37.662,38.474,,HOLD,空仓,
君实生物,A股,2025-11-21,36.64,37.07,35.57,35.75,8597546.0,37.01,38.166,,HOLD,空仓,
君实生物,A股,2025-11-24,35.78,36.48,35.7,36.25,5132150.0,36.646,37.8993,,HOLD,空仓,
君实生物,A股,2025-11-25,36.44,37.52,36.35,36.91,7198117.0,36.548,37.756,,HOLD,空仓,
君实生物,A股,2025-11-26,36.7,37.96,36.1,37.08,7849942.0,36.562,37.64,,HOLD,空仓,
君实生物,A股,2025-11-27,37.0,37.5,36.78,37.06,5319113.0,36.61,37.542,,HOLD,空仓,
君实生物,A股,2025-11-28,37.08,37.29,36.73,37.1,4779033.0,36.88,37.496,,HOLD,空仓,
君实生物,A股,2025-12-01,36.98,37.19,36.41,36.51,5710735.0,36.932,37.3707,,HOLD,空仓,
君实生物,A股,2025-12-02,36.58,36.59,35.8,35.81,4762978.0,36.712,37.218,,HOLD,空仓,
君实生物,A股,2025-12-03,36.25,36.25,35.15,35.36,5353590.0,36.368,37.0227,,HOLD,空仓,
君实生物,A股,2025-12-04,35.58,36.17,35.39,35.75,4512079.0,36.106,36.7927,,HOLD,空仓,
君实生物,A股,2025-12-05,35.75,36.05,35.19,36.0,4356253.0,35.886,36.592,,HOLD,空仓,
君实生物,A股,2025-12-08,36.9,37.5,36.22,36.36,7164495.0,35.856,36.478,,HOLD,空仓,
君实生物,A股,2025-12-09,36.37,36.7,36.06,36.09,5236808.0,35.912,36.3907,,HOLD,空仓,
君实生物,A股,2025-12-10,36.05,36.44,35.49,36.3,4812623.0,36.1,36.3433,,HOLD,空仓,
君实生物,A股,2025-12-11,36.31,37.01,36.2,36.31,5432498.0,36.212,36.3093,,HOLD,空仓,
君实生物,A股,2025-12-12,36.5,36.8,35.98,36.58,7775659.0,36.328,36.3647,,HOLD,空仓,
君实生物,A股,2025-12-15,36.6,37.36,36.45,36.58,6593073.0,36.372,36.3867,,HOLD,空仓,
君实生物,A股,2025-12-16,36.46,36.59,35.65,35.78,5472535.0,36.31,36.3113,,HOLD,空仓,
君实生物,A股,2025-12-17,35.65,36.26,35.34,36.04,4845264.0,36.258,36.242,金叉,BUY,持仓,→ 次日(2025-12-18)开盘买入 @ 35.89
君实生物,A股,2025-12-18,35.89,36.32,35.53,35.53,4806282.0,36.102,36.14,死叉,SELL,空仓,→ 次日(2025-12-19)开盘卖出 @ 35.18 (盈亏: -1.98%)
君实生物,A股,2025-12-19,35.18,35.91,34.6,35.41,8124968.0,35.868,36.0273,,HOLD,空仓,
君实生物,A股,2025-12-22,35.32,35.41,34.83,34.91,6778265.0,35.534,35.9207,,HOLD,空仓,
君实生物,A股,2025-12-23,35.0,35.49,34.57,34.9,5523900.0,35.358,35.86,,HOLD,空仓,
君实生物,A股,2025-12-24,34.9,35.15,34.35,34.61,7985310.0,35.072,35.81,,HOLD,空仓,
君实生物,A股,2025-12-25,34.61,35.13,34.3,35.0,6684494.0,34.966,35.76,,HOLD,空仓,
君实生物,A股,2025-12-26,34.88,35.15,34.82,34.99,4669579.0,34.882,35.6927,,HOLD,空仓,
君实生物,A股,2025-12-29,34.9,35.3,34.32,34.33,6040317.0,34.766,35.5573,,HOLD,空仓,
君实生物,A股,2025-12-30,34.24,34.58,33.99,34.33,6810460.0,34.652,35.44,,HOLD,空仓,
君实生物,A股,2025-12-31,34.32,34.68,34.16,34.16,5343817.0,34.562,35.2973,,HOLD,空仓,
君实生物,A股,2026-01-05,34.3,36.49,34.12,36.42,14543588.0,34.846,35.3047,,HOLD,空仓,
君实生物,A股,2026-01-06,36.44,36.78,36.16,36.7,8907891.0,35.188,35.3127,,HOLD,空仓,
君实生物,A股,2026-01-07,36.67,38.27,36.67,37.8,12818922.0,35.882,35.394,金叉,BUY,持仓,→ 次日(2026-01-08)开盘买入 @ 37.8
君实生物,A股,2026-01-08,37.8,38.36,37.55,37.66,9254686.0,36.548,35.5193,,HOLD,持仓,
君实生物,A股,2026-01-09,37.65,39.2,37.6,39.2,13556741.0,37.556,35.73,,HOLD,持仓,
君实生物,A股,2026-01-12,39.1,39.58,38.35,38.69,13151073.0,38.01,35.9407,,HOLD,持仓,
君实生物,A股,2026-01-13,38.8,39.97,38.8,39.35,16101267.0,38.54,36.2033,,HOLD,持仓,
君实生物,A股,2026-01-14,39.05,39.82,37.82,38.42,17404329.0,38.664,36.4373,,HOLD,持仓,
君实生物,A股,2026-01-15,38.0,38.7,37.2,37.47,12953639.0,38.626,36.6087,,HOLD,持仓,
君实生物,A股,2026-01-16,37.64,37.9,36.36,36.85,14278051.0,38.156,36.758,,HOLD,持仓,
君实生物,A股,2026-01-19,36.64,37.09,36.38,36.54,8858985.0,37.726,36.8607,,HOLD,持仓,
君实生物,A股,2026-01-20,36.62,36.68,35.03,35.29,11938686.0,36.914,36.8807,,HOLD,持仓,
君实生物,A股,2026-01-21,35.08,35.56,34.78,35.25,8022514.0,36.28,36.942,死叉,SELL,空仓,→ 次日(2026-01-22)开盘卖出 @ 35.28 (盈亏: -6.67%)
君实生物,A股,2026-01-22,35.28,35.58,34.93,35.1,6777107.0,35.806,36.9933,,HOLD,空仓,
君实生物,A股,2026-01-23,35.45,36.48,35.27,36.3,9931957.0,35.696,37.136,,HOLD,空仓,
君实生物,A股,2026-01-26,37.09,38.49,36.4,37.96,29594397.0,35.98,37.2387,,HOLD,空仓,
君实生物,A股,2026-01-27,39.0,42.8,36.2,40.98,51323221.0,37.118,37.524,,HOLD,空仓,
君实生物,A股,2026-01-28,40.0,41.38,39.14,39.18,32467821.0,37.904,37.616,金叉,BUY,持仓,→ 次日(2026-01-29)开盘买入 @ 38.97
君实生物,A股,2026-01-29,38.97,38.97,36.77,36.82,26612740.0,38.248,37.56,,HOLD,持仓,
君实生物,A股,2026-01-30,36.83,37.51,35.7,35.88,15876011.0,38.164,37.3387,,HOLD,持仓,
君实生物,A股,2026-02-02,36.0,36.01,34.61,34.65,13011136.0,37.502,37.0693,,HOLD,持仓,
