name,market,date,open,high,low,close,volume,MA5,MA15,ma_signal,trade_signal,position,note
百济神州,A股,2025-07-01,233.65,242.89,233.0,242.16,3576406.0,,,,HOLD,空仓,
百济神州,A股,2025-07-02,241.24,242.49,231.2,231.62,2761528.0,,,,HOLD,空仓,
百济神州,A股,2025-07-03,232.45,235.6,229.42,232.89,3020527.0,,,,HOLD,空仓,
百济神州,A股,2025-07-04,231.03,233.9,228.03,229.64,2353690.0,,,,HOLD,空仓,
百济神州,A股,2025-07-07,229.99,230.0,223.09,223.35,2533698.0,231.932,,,HOLD,空仓,
百济神州,A股,2025-07-08,223.39,227.38,222.22,223.15,2656974.0,228.13,,,HOLD,空仓,
百济神州,A股,2025-07-09,223.0,229.22,220.01,226.46,3089930.0,227.098,,,HOLD,空仓,
百济神州,A股,2025-07-10,228.83,230.37,226.22,227.33,2421064.0,225.986,,,HOLD,空仓,
百济神州,A股,2025-07-11,227.45,231.49,225.28,229.9,2905519.0,226.038,,,HOLD,空仓,
百济神州,A股,2025-07-14,228.01,231.18,222.22,225.94,2784985.0,226.556,,,HOLD,空仓,
百济神州,A股,2025-07-15,226.23,242.75,225.45,241.3,4902128.0,230.186,,,HOLD,空仓,
百济神州,A股,2025-07-16,237.8,246.28,237.79,239.94,2077279.0,232.882,,,HOLD,空仓,
百济神州,A股,2025-07-17,243.5,251.88,241.7,250.85,3644646.0,237.586,,,HOLD,空仓,
百济神州,A股,2025-07-18,247.84,251.62,246.34,249.76,2019158.0,241.558,,,HOLD,空仓,
百济神州,A股,2025-07-21,248.0,248.39,235.1,236.45,3550239.0,243.66,234.0493,,HOLD,空仓,
百济神州,A股,2025-07-22,235.2,242.86,235.2,236.72,2694094.0,242.744,233.6867,,HOLD,空仓,
百济神州,A股,2025-07-23,237.6,241.82,236.98,238.13,2061488.0,242.382,234.1207,,HOLD,空仓,
百济神州,A股,2025-07-24,237.89,239.77,235.61,237.68,2187718.0,239.748,234.44,,HOLD,空仓,
百济神州,A股,2025-07-25,238.08,241.55,234.0,234.87,2364308.0,236.77,234.7887,,HOLD,空仓,
百济神州,A股,2025-07-28,235.69,242.18,235.0,241.42,2781201.0,237.764,235.9933,,HOLD,空仓,
百济神州,A股,2025-07-29,241.0,247.7,237.0,245.78,2740500.0,239.576,237.502,,HOLD,空仓,
