name,market,date,open,high,low,close,volume,amount,currency,MA5,MA15,ma_signal
恒瑞医药,A股,2025-07-01,51.69,52.54,51.6,52.26,397725.0,2084480000.0,CNY,,,
恒瑞医药,A股,2025-07-02,52.2,53.24,51.9,52.05,325712.0,1714630000.0,CNY,,,
恒瑞医药,A股,2025-07-03,52.06,52.38,51.61,52.27,293678.0,1536830000.0,CNY,,,
恒瑞医药,A股,2025-07-04,52.41,53.59,52.4,53.06,477923.0,2548290000.0,CNY,,,
恒瑞医药,A股,2025-07-07,53.18,53.39,52.36,52.45,286388.0,1516130000.0,CNY,52.418,,
恒瑞医药,A股,2025-07-08,52.49,53.49,52.3,53.2,359263.0,1916550000.0,CNY,52.606,,
恒瑞医药,A股,2025-07-09,53.2,57.74,52.82,56.99,1158212.0,6507790000.0,CNY,53.594,,
恒瑞医药,A股,2025-07-10,56.93,58.08,56.41,57.4,903716.0,5204350000.0,CNY,54.62,,
恒瑞医药,A股,2025-07-11,57.31,57.92,56.68,56.7,658632.0,3779520000.0,CNY,55.348,,
恒瑞医药,A股,2025-07-14,56.55,57.85,56.36,57.01,473758.0,2714470000.0,CNY,56.26,,
恒瑞医药,A股,2025-07-15,57.05,57.33,56.32,57.02,436928.0,2491980000.0,CNY,57.024,,
恒瑞医药,A股,2025-07-16,57.45,58.7,56.84,57.02,398191.0,2293530000.0,CNY,57.03,,
恒瑞医药,A股,2025-07-17,56.7,57.7,56.64,57.53,444146.0,2553190000.0,CNY,57.056,,
恒瑞医药,A股,2025-07-18,58.01,59.66,57.7,58.56,660986.0,3881470000.0,CNY,57.428,,
恒瑞医药,A股,2025-07-21,58.3,58.6,57.48,57.8,509442.0,2960740000.0,CNY,57.586,55.4213,
恒瑞医药,A股,2025-07-22,57.8,58.65,57.0,57.21,475570.0,2753250000.0,CNY,57.624,55.7513,
恒瑞医药,A股,2025-07-23,57.0,57.88,56.67,56.93,425295.0,2440210000.0,CNY,57.606,56.0767,
恒瑞医药,A股,2025-07-24,57.24,57.78,56.75,57.3,465834.0,2670850000.0,CNY,57.56,56.412,
恒瑞医药,A股,2025-07-25,57.3,57.35,56.15,56.2,505394.0,2873990000.0,CNY,57.088,56.6213,
恒瑞医药,A股,2025-07-28,59.9,61.84,59.46,61.84,1630096.0,9943550000.0,CNY,57.896,57.2473,
恒瑞医药,A股,2025-07-29,62.8,65.23,61.93,63.6,1682769.0,10731330000.0,CNY,59.174,57.9407,
