name,market,date,open,high,low,close,volume,amount,currency,MA5,MA15,ma_signal
君实生物,港股,2026-06-02,19.4,19.4,18.48,18.69,5448000.0,102133346.0,HKD,20.076,22.4387,
君实生物,港股,2026-06-03,18.7,18.94,17.94,18.11,4871000.0,88736783.4,HKD,19.498,21.926,
君实生物,港股,2026-06-04,17.93,18.37,17.24,17.6,3521600.0,61993178.0,HKD,18.962,21.4407,
君实生物,港股,2026-06-05,17.62,18.18,17.08,17.26,3360400.0,58472618.2,HKD,18.202,20.9593,
君实生物,港股,2026-06-08,17.1,17.17,16.55,16.73,1864931.0,31418598.65,HKD,17.678,20.4933,
君实生物,港股,2026-06-09,17.0,17.0,15.75,16.14,4615800.0,74741836.8,HKD,17.168,20.044,
君实生物,港股,2026-06-10,16.09,16.7,15.74,16.6,3627600.0,58671675.6,HKD,16.866,19.644,
君实生物,港股,2026-06-11,16.59,16.67,15.97,16.49,1954400.0,31892878.2,HKD,16.644,19.1993,
君实生物,港股,2026-06-12,16.96,17.53,16.31,17.29,4633600.0,79338257.2,HKD,16.65,18.7613,
君实生物,港股,2026-06-15,17.35,17.52,16.81,16.94,2908800.0,49551914.6,HKD,16.692,18.3467,
君实生物,港股,2026-06-16,16.9,16.9,16.23,16.51,1853400.0,30399001.0,HKD,16.766,18.0033,
君实生物,港股,2026-06-17,16.35,16.64,15.81,15.89,2616000.0,42011466.8,HKD,16.624,17.6627,
君实生物,港股,2026-06-18,15.8,16.57,15.74,16.38,2609600.0,42279730.6,HKD,16.602,17.4027,
君实生物,港股,2026-06-22,16.46,16.46,15.44,16.12,2958800.0,46908656.0,HKD,16.368,17.0733,
君实生物,港股,2026-06-23,16.24,16.92,16.0,16.25,2444000.0,40102713.2,HKD,16.23,16.8667,
君实生物,港股,2026-06-24,16.6,17.2,16.4,16.57,3884800.0,65070652.4,HKD,16.242,16.7253,
君实生物,港股,2026-06-25,16.4,16.57,15.69,16.14,3393786.0,54792660.11,HKD,16.292,16.594,
君实生物,港股,2026-06-26,16.0,16.4,15.25,15.37,3087400.0,47943560.0,HKD,16.09,16.4453,
